Show_ID,Type,Title,Director,Actor1,Actor2,Actor3,Actor4,Actor5,Country1,Country2,Country3,Date_Added,Release_Year,Rating,Duration,Gener1,Gener2,Gener3,Description,Year
s77,TV Show,Yowamushi Pedal,Unknown,Daiki Yamashita,Kohsuke Toriumi,Jun Fukushima,Hiroki Yasumoto,Showtaro Morikubo,Japan,Unknown,Unknown,14-09-2021,2013,TV-14,1 Season,Anime Series,International TV Shows,Unknown,"A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",2021
s78,Movie,Little Singham - Black Shadow,Prakash Satam,Sumriddhi Shukla,Jigna Bharadwaj,Sonal Kaushal,Neshma Chemburkar,Ganesh Divekar,Unknown,Unknown,Unknown,11-09-2021,2021,TV-Y7,48 min,Children & Family Movies,Comedies,Unknown,Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,2021
s79,Movie,Tughlaq Durbar,Delhiprasad Deenadayalan,Vijay Sethupathi,Parthiban,Raashi Khanna,Unknown,Unknown,Unknown,Unknown,Unknown,11-09-2021,2020,TV-14,145 min,Comedies,Dramas,International Movies,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2021
s80,Movie,Tughlaq Durbar (Telugu),Delhiprasad Deenadayalan,Vijay Sethupathi,Parthiban,Raashi Khanna,Unknown,Unknown,Unknown,Unknown,Unknown,11-09-2021,2021,TV-14,145 min,Comedies,Dramas,International Movies,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2021
s81,Movie,Firedrake the Silver Dragon,Tomer Eshed,Thomas Brodie-Sangster,Felicity Jones,Freddie Highmore,Patrick Stewart,Meera Syal,Unknown,Unknown,Unknown,10-09-2021,2021,TV-Y7,93 min,Children & Family Movies,Unknown,Unknown,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",2021
s82,Movie,Kate,Cedric Nicolas-Troyan,Mary Elizabeth Winstead,Jun Kunimura,Woody Harrelson,Tadanobu Asano,Miyavi,United States,Unknown,Unknown,10-09-2021,2021,R,106 min,Action & Adventure,Unknown,Unknown,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",2021
s83,TV Show,Lucifer,Unknown,Tom Ellis,Lauren German,Kevin Alejandro,D.B. Woodside,Lesley-Ann Brandt,United States,Unknown,Unknown,10-09-2021,2021,TV-14,6 Seasons,Crime TV Shows,TV Comedies,TV Dramas,"Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",2021
s84,TV Show,Metal Shop Masters,Unknown,Jo Koy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10-09-2021,2021,TV-MA,1 Season,Reality TV,Unknown,Unknown,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",2021
s85,Movie,Omo Ghetto: the Saga,"JJC Skillz, Funke Akindele",Funke Akindele,Ayo Makun,Chioma Chukwuka Akpotha,Yemi Eberechi Alade,Blossom Chukwujekwu,Nigeria,Unknown,Unknown,10-09-2021,2020,TV-MA,147 min,Action & Adventure,Comedies,Dramas,"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",2021
s86,TV Show,Pokémon Master Journeys: The Series,Unknown,Ikue Otani,Sarah Natochenny,Zeno Robinson,Cherami Leigh,James Carter Cathcart,Unknown,Unknown,Unknown,10-09-2021,2021,TV-Y7,1 Season,Anime Series,Kids' TV,Unknown,"As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!",2021
s87,Movie,Prey,Thomas Sieben,David Kross,Hanno Koffler,Maria Ehrich,Robert Finster,Yung Ngo,Unknown,Unknown,Unknown,10-09-2021,2021,TV-MA,87 min,International Movies,Thrillers,Unknown,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,2021
s88,TV Show,Titipo Titipo,Unknown,Jeon Hae-ri,Kim Eun-ah,Hong Bum-ki,Nam Do-hyeong,Um Sang-hyun,Unknown,Unknown,Unknown,10-09-2021,2019,TV-Y,2 Seasons,Kids' TV,Korean TV Shows,Unknown,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,2021
s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,Malcolm X,Muhammad Ali,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,09-09-2021,2021,PG-13,96 min,Documentaries,Sports Movies,Unknown,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",2021
s90,TV Show,Mighty Raju,Unknown,Julie Tejwani,Sabina Malik,Jigna Bhardwaj,Rupa Bhimani,Lalit Agarwal,Unknown,Unknown,Unknown,09-09-2021,2017,TV-Y7,4 Seasons,Kids' TV,Unknown,Unknown,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",2021
s91,Movie,Paradise Hills,Alice Waddington,Emma Roberts,Danielle Macdonald,Awkwafina,Eiza González,Milla Jovovich,Spain,United States,Unknown,09-09-2021,2019,TV-MA,95 min,Sci-Fi & Fantasy,Thrillers,Unknown,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",2021
s92,Movie,The Women and the Murderer,"Mona Achache, Patricia Tourancheau",Unknown,Unknown,Unknown,Unknown,Unknown,France,Unknown,Unknown,09-09-2021,2021,TV-14,92 min,Documentaries,International Movies,Unknown,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,2021
s93,TV Show,Into the Night,Unknown,Pauline Etienne,Laurent Capelluto,Stefano Cassetti,Mehmet Kurtuluş,Babetida Sadjo,Belgium,Unknown,Unknown,08-09-2021,2021,TV-MA,2 Seasons,International TV Shows,TV Dramas,TV Mysteries,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,2021
s94,Movie,JJ+E,Alexis Almström,Elsa Öhrn,Mustapha Aarab,Jonay Pineda Skallak,Magnus Krepper,Loreen,Unknown,Unknown,Unknown,08-09-2021,2021,TV-MA,91 min,Dramas,International Movies,Romantic Movies,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",2021
s95,Movie,Show Dogs,Raja Gosnell,Will Arnett,Ludacris,Natasha Lyonne,Stanley Tucci,Jordin Sparks,United Kingdom,United States,Unknown,08-09-2021,2018,PG,90 min,Children & Family Movies,Comedies,Unknown,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,2021
s96,TV Show,The Circle,Unknown,Michelle Buteau,Unknown,Unknown,Unknown,Unknown,United States,United Kingdom,Unknown,08-09-2021,2021,TV-MA,3 Seasons,Reality TV,Unknown,Unknown,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",2021
s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,Ronnie Van Zandt,Gary Rossington,Allen Collins,Leon Wilkeson,Bob Burns,United States,Unknown,Unknown,07-09-2021,2018,TV-MA,97 min,Documentaries,Music & Musicals,Unknown,"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",2021
s98,TV Show,Kid Cosmic,Unknown,Jack Fisher,Tom Kenny,Amanda C. Miller,Kim Yarbrough,Keith Ferguson,United States,Unknown,Unknown,07-09-2021,2021,TV-Y7,2 Seasons,Kids' TV,TV Comedies,TV Sci-Fi & Fantasy,A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,2021
s99,TV Show,Octonauts: Above & Beyond,Unknown,Antonio Aakeel,Chipo Chung,Simon Foster,Teresa Gallagher,Simon Greenall,United Kingdom,Unknown,Unknown,07-09-2021,2021,TV-Y,1 Season,British TV Shows,Kids' TV,Unknown,"The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",2021
s100,TV Show,On the Verge,Unknown,Julie Delpy,Elisabeth Shue,Sarah Jones,Alexia Landeau,Mathieu Demy,France,United States,Unknown,07-09-2021,2021,TV-MA,1 Season,TV Comedies,TV Dramas,Unknown,"Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",2021
s101,TV Show,Tobot Galaxy Detectives,Unknown,Austin Abell,Travis Turner,Cole Howard,Anna Cummer,Jesse Inocalla,Unknown,Unknown,Unknown,07-09-2021,2019,TV-Y7,2 Seasons,Kids' TV,Unknown,Unknown,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",2021
s102,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,07-09-2021,2021,TV-MA,80 min,Documentaries,Sports Movies,Unknown,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",2021
s103,TV Show,Countdown: Inspiration4 Mission to Space,Jason Hehir,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,06-09-2021,2021,TV-14,1 Season,Docuseries,Science & Nature TV,Unknown,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",2021
s104,Movie,Shadow Parties,Yemi Amodu,Jide Kosoko,Omotola Jalade-Ekeinde,Yemi Blaq,Sola Sobowale,Ken Erics,Unknown,Unknown,Unknown,06-09-2021,2020,TV-MA,117 min,Dramas,International Movies,Thrillers,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,2021
s105,TV Show,Tayo the Little Bus,Unknown,Robyn Slade,Kami Desilets,Unknown,Unknown,Unknown,South Korea,Unknown,Unknown,06-09-2021,2016,TV-Y,2 Seasons,Kids' TV,Korean TV Shows,Unknown,"As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",2021
s106,Movie,Angamaly Diaries,Lijo Jose Pellissery,Antony Varghese,Reshma Rajan,Binny Rinky Benjamin,Vineeth Vishwam,Kichu Tellus,India,Unknown,Unknown,05-09-2021,2017,TV-14,128 min,Action & Adventure,Comedies,Dramas,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",2021
s107,TV Show,Bunk'd,Unknown,Peyton List,Karan Brar,Skai Jackson,Miranda May,Kevin G. Quinn,United States,Unknown,Unknown,05-09-2021,2021,TV-G,5 Seasons,Kids' TV,TV Comedies,Unknown,"The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",2021
s108,Movie,A Champion Heart,David de Vos,Mandy Grace,David de Vos,Donna Rusch,Devan Key,Isabella Mancuso,United States,Unknown,Unknown,04-09-2021,2018,G,90 min,Children & Family Movies,Dramas,Unknown,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",2021
s109,TV Show,Dive Club,Unknown,Aubri Ibrag,Sana'a Shaik,Miah Madden,Mercy Cornwall,Georgia-May Davis,Australia,Unknown,Unknown,03-09-2021,2021,TV-G,1 Season,Kids' TV,TV Dramas,Teen TV Shows,"On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",2021
s110,TV Show,La casa de papel,Unknown,Úrsula Corberó,Itziar Ituño,�lvaro Morte,Paco Tous,Enrique Arce,Spain,Unknown,Unknown,03-09-2021,2021,TV-MA,5 Seasons,Crime TV Shows,International TV Shows,Spanish-Language TV Shows,Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,2021
s111,TV Show,Money Heist: From Tokyo to Berlin,"Luis Alfaro, Javier Gómez Santander",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,03-09-2021,2021,TV-MA,1 Season,Docuseries,International TV Shows,Spanish-Language TV Shows,"The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.",2021
s112,TV Show,Sharkdog,Unknown,Liam Mitchell,Dee Bradley Baker,Grey Griffin,Josh McDermitt,Kari Wahlgren,United States,Singapore,Unknown,03-09-2021,2021,TV-Y,1 Season,Kids' TV,Unknown,Unknown,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",2021
s113,Movie,Worth,Sara Colangelo,Michael Keaton,Stanley Tucci,Amy Ryan,Shunori Ramanathan,Ato Blankson-Wood,Unknown,Unknown,Unknown,03-09-2021,2021,PG-13,119 min,Dramas,Unknown,Unknown,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",2021
s114,Movie,Afterlife of the Party,Stephen Herek,Victoria Justice,Midori Francis,Robyn Scott,Adam Garcia,Timothy Renouf,Unknown,Unknown,Unknown,02-09-2021,2021,TV-PG,110 min,Comedies,Romantic Movies,Unknown,Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,2021
s115,Movie,Anjaam,Rahul Rawail,Madhuri Dixit,Shah Rukh Khan,Tinnu Anand,Johny Lever,Kalpana Iyer,India,Unknown,Unknown,02-09-2021,1994,TV-14,143 min,Dramas,International Movies,Thrillers,"A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",2021
s116,Movie,Bright Star,Jane Campion,Abbie Cornish,Ben Whishaw,Paul Schneider,Kerry Fox,Edie Martin,United Kingdom,Australia,France,02-09-2021,2009,PG,119 min,Dramas,Romantic Movies,Unknown,This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.,2021
s117,Movie,Dhanak,Nagesh Kukunoor,Krrish Chhabria,Hetal Gada,Vipin Sharma,Gulfam Khan,Suresh Menon,India,Unknown,Unknown,02-09-2021,2015,TV-PG,114 min,Comedies,Dramas,Independent Movies,A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,2021
s118,Movie,Final Account,Luke Holland,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,United States,Unknown,02-09-2021,2021,PG-13,94 min,Documentaries,Unknown,Unknown,This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,2021
s119,Movie,Gurgaon,Shanker Raman,Akshay Oberoi,Pankaj Tripathi,Ragini Khanna,Aamir Bashir,Shalini Vatsa,India,Unknown,Unknown,02-09-2021,2017,TV-14,106 min,Dramas,International Movies,Thrillers,"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",2021
s120,Movie,Here and There,JP Habac,Janine Gutierrez,JC Santos,Victor Anastacio,Yesh Burce,Lotlot De Leon,Unknown,Unknown,Unknown,02-09-2021,2020,TV-MA,99 min,Dramas,International Movies,Romantic Movies,"After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",2021
s121,TV Show,Heroes of Goo Jit Zu,Unknown,Jon Allen,Kellen Goff,Joe Hernandez,Kaiji Tang,Unknown,Australia,Unknown,Unknown,02-09-2021,2021,TV-Y7,1 Season,Kids' TV,TV Comedies,Unknown,"After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers.",2021
s122,TV Show,Hotel Del Luna,Unknown,Lee Ji-eun,Yeo Jin-goo,Shin Jung-geun,Seo Yi-sook,Bae Hae-sun,Unknown,Unknown,Unknown,02-09-2021,2019,TV-14,1 Season,International TV Shows,Romantic TV Shows,TV Comedies,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",2021
s123,Movie,In the Cut,Jane Campion,Meg Ryan,Mark Ruffalo,Jennifer Jason Leigh,Nick Damici,Sharrieff Pugh,United Kingdom,Australia,France,02-09-2021,2003,R,118 min,Thrillers,Unknown,Unknown,"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",2021
s124,TV Show,Luv Kushh,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,02-09-2021,2012,TV-Y7,1 Season,Kids' TV,Unknown,Unknown,"Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Rama’s twin sons through their childhood.",2021
